GENE_NAME	human.mean
NFYA	13.0133333333333
IBTK	10.6483333333333
IFI35	8.06166666666667
TAL1	2.39333333333333
ELAVL4	46.2316666666667
ZYG11B	15.5916666666667
SLC1A7	1.41
ACOT11	7.50166666666667
FAM151A	0.561666666666667
HEATR6	9.83833333333333
PARS2	2.72333333333333
LEXM	0.0383333333333333
BSND	0.0866666666666667
USP24	11.6583333333333
PLPP3	67.0133333333333
NOL9	7.71333333333333
PRKAA2	2.815
KLHL21	34.3983333333333
SLC45A1	26.6516666666667
AK4	12.6666666666667
JAK1	26.6783333333333
RAVER2	4.28666666666667
CTRC	0.703333333333333
LZIC	12.0283333333333
RBP7	12.505
FBLIM1	3.36166666666667
PLEKHH3	7.175
TMEM82	0
SLC25A34	2.78666666666667
PDPN	4.65166666666667
LRRC38	1.51
DHRS3	24.7416666666667
MATN1	0.42
LAPTM5	27.7566666666667
SDC3	81.1233333333333
PEF1	75.5966666666667
SYNC	2.965
KIAA1522	15.105
TSSK3	1.40666666666667
TMCO4	2.62666666666667
ALPL	23.365
WNT4	3.23833333333333
TTLL10	0.865
MXRA8	27.935
MEGF6	3.86166666666667
CCDC27	0.0383333333333333
IL23R	0.165
C1orf87	0.296666666666667
NFIA	12.61
OMA1	5.185
TM2D1	31.565
TFE3	48.2433333333333
USP1	6.81666666666667
FUBP1	41.3166666666667
NEXN	0.933333333333333
DNAJB4	18.7733333333333
LRRC53	0.316666666666667
TYW3	9.21
LHX8	0
TBC1D25	24.0466666666667
NTNG1	11.1466666666667
WDR63	0.38
ZNF326	11.4416666666667
ACSL4	22.9666666666667
BRINP3	9.52833333333333
GFI1	0.101666666666667
KCNT2	2.22666666666667
EXTL2	13.6166666666667
SLC30A7	1.80833333333333
ZNF281	7.29166666666667
INPP5A	39.5366666666667
CADM3	280.913333333333
TRIM58	1.40833333333333
SLAMF9	0.0583333333333333
KCNJ9	96.1483333333333
IGSF8	246.703333333333
DDR2	3.96
PEA15	749.505
NCSTN	38.0733333333333
VANGL2	5.38833333333333
OLFML2B	7.35666666666667
FCRLB	2.045
KLHDC9	27.5733333333333
C1orf74	2.61166666666667
LMX1A	0.0133333333333333
LRRC52	0.07
GRIPAP1	70.71
FLVCR1	3.3
RBM15	2.42166666666667
DENND2D	1.16333333333333
AXDND1	0.0216666666666667
TDRD5	0.713333333333333
SNED1	11.3783333333333
BPNT1	16.6183333333333
SPATA17	1.37833333333333
C1orf115	95.0333333333333
BROX	13.2166666666667
ACP6	5.00333333333333
KIF26B	2.49333333333333
CNST	17.38
PPP1R21	24.4683333333333
KLHDC8A	6.385
PM20D1	0.216666666666667
PKDCC	36.4516666666667
HAAO	2.73666666666667
B3GALNT2	5.17166666666667
MAPKAPK2	14.7533333333333
IL20	0
IL24	0.0233333333333333
FCMR	0.475
PIGR	0.205
REEP1	34.0783333333333
CAPN2	50.4966666666667
WDR26	23.1433333333333
REL	0.946666666666667
PUS10	1.57666666666667
