gene_name	qvalues	thetas	var	brownSigmas
OG10	NFYA	0.0011635277000508	0.668832097773267	0.0348774195299187	0.626650543224524
OG100	IBTK	0.000485214308295069	1.00994993313092	0.046703356729394	0.988366688945983
OG1000	IFI35	7.73948876001733e-08	1.29712489560573	0.0398290067358228	4.03114928912083
OG10000	TAL1	0.00142197188276344	-0.291201352090337	0.120442454650133	2.01444703516518
OG10003	ELAVL4	0.0199335417361306	-1.57693256080253	0.223129281191014	2.13397121897615
OG10005	ZYG11B	0.00791337423654266	0.811389575163571	0.180219277115	2.30747459881274
OG10006	SLC1A7	0.00335937090889176	-1.06380683255995	0.506080658002491	6.85425676585521
OG10008	ACOT11	0.070192940819518	-0.182855928306431	1.45752318680746	11.2527548016681
OG10009	FAM151A	5.32909096762155e-07	-0.984256880061017	0.569851591079415	39.0012877257446
OG1001	HEATR6	0.00502680605862248	0.667974588745595	0.0415378711513445	0.542960238344064
OG10010	PARS2	7.0318000559483e-05	0.349529226058234	0.0453237768853168	1.69739227772061
OG10011	LEXM	0.0104029026309813	-1.3006018858317	0.736199987694185	8.84430542531369
OG10012	BSND	4.545597606918e-05	-1.74144900139417	0.22036270816365	7.13310878504055
OG10013	USP24	0.000392712001751687	0.845746128874705	0.0521736962509685	1.10400528402457
OG10014	PLPP3	0.0211027880415133	1.69494569829488	0.0418473598832675	0.404210829250387
OG10015	NOL9	0.00204953480625176	0.620525338445531	0.0410907708395502	0.601568126071469
OG10016	PRKAA2	0.00873602067586404	0.39242457747092	0.654828569161743	6.85603355937815
OG10017	KLHL21	1.16152398595225e-06	0.723367058852071	0.121960888992338	7.35878821433378
OG10020	SLC45A1	0.00761159495035176	-0.774233239986976	0.713573155094465	8.52019049980224
OG10022	AK4	0.000468761091475374	1.07072064162665	0.200410286160619	5.35692222159074
OG10023	JAK1	0.00172089752547703	1.46306332533434	0.0371792236310103	0.570691170157249
OG10024	RAVER2	0.298809320949956	-0.458576804993961	0.955869937485407	4.93479011284746
OG10025	CTRC	0.00019056781557025	-0.985109744587255	0.721967076426583	18.8281587908052
OG10026	LZIC	3.32803241862753e-05	0.696495262627235	0.0351167432292254	1.45878258002845
OG10027	RBP7	0.0273858941746842	-0.465797002198401	1.27317515907678	13.3876118018614
OG10029	FBLIM1	0.000570301657200111	0.00951214646661123	0.165457219381224	3.28003061767188
OG1003	PLEKHH3	2.16134799230445e-05	0.705992171418988	0.0748258435236837	2.76889932351083
OG10030	TMEM82	5.92863863033168e-06	1.25241855238809	0.0489105966126351	2.39649861672616
OG10031	SLC25A34	0.109191682162444	0.245000013440581	0.660815433169413	4.70018139156366
OG10033	PDPN	0.002856209524922	-0.736295266714355	0.243579025203594	4.36616993761469
OG10034	LRRC38	1.89923512678658e-06	-1.64233078294768	0.218799921628869	15.4736995996935
OG10035	DHRS3	0.00100294988108581	1.85112851047447	0.0992885553144808	1.85477465542436
OG10036	MATN1	0.00106950654888756	-1.73705397766709	0.131536675486132	2.20803323919099
OG10037	LAPTM5	0.0302427500575022	1.3192997804365	0.146674095432921	1.23102290420331
OG10038	SDC3	0.0448763019920602	1.21247764609975	0.219493008482122	1.88510548977855
OG10039	PEF1	0.0123356592980385	1.37614047135549	0.0176534669252797	0.203105382160149
OG10040	SYNC	0.00115635496471347	-0.192333691516472	0.558071046123371	10.525534877378
OG10041	KIAA1522	0.000416028502799274	0.812534497215481	0.176355229328623	3.94445676399156
OG10042	TSSK3	0.00125723768583543	-0.621249425979739	1.0686459173485	18.8551614291216
OG10043	TMCO4	4.76695316744868e-06	0.501866170286087	0.0614740333069097	2.87813613460089
OG10046	ALPL	0.00719985519416883	0.863466519333888	0.503605917665307	5.92955892243909
OG10047	WNT4	0.0171088555965454	-0.639427664419455	0.515641102201098	5.21346446323867
OG10048	TTLL10	7.88408738290725e-06	-1.04794645620702	0.210510300230457	10.9027837917275
OG10050	MXRA8	0.000865844247214211	0.4688679756157	0.0297783813997497	0.790157879492352
OG10051	MEGF6	0.0143366495242079	0.0588881192285753	0.247237149624624	2.48883892041278
OG10052	CCDC27	0.0991978325969335	-1.42606277774079	0.297524582405371	2.30717363778748
OG10053	IL23R	0.0490069166564314	-0.979428268714569	0.397361480930342	3.0034643216649
OG10055	C1orf87	0.000150835248518937	-1.47255885737288	0.613649228078911	19.6251253345435
OG10056	NFIA	0.00130639122580257	1.39103480874151	0.0732052583861302	1.17449377389232
OG10057	OMA1	3.60174544185338e-05	0.756680453641177	0.0358890755833943	1.05690000534521
OG10059	TM2D1	0.00205135568999491	1.12636352638413	0.0870429974602995	1.46714587239529
OG1006	TFE3	1.63915381615818e-05	0.99295557035014	0.0857915278506591	3.41778550165405
OG10060	USP1	0.00813242828295735	0.742364838444373	0.0515968644091835	0.579293386088542
OG10061	FUBP1	0.00628597429030474	0.957395914492215	0.0610311577737536	0.712405405750751
OG10062	NEXN	0.000962529129266357	-0.335842339541313	0.212737416880986	3.77432843976326
OG10063	DNAJB4	0.00152204177561772	0.942446275100228	0.0763012915591956	1.3096130378342
OG10066	LRRC53	0.000305061436651383	-1.88448517431883	0.035225997544943	1.72646552962274
OG10067	TYW3	0.00165852963070766	0.356349678965115	0.106625143467393	1.74125901125383
OG10068	LHX8	0.105183939496796	-1.64524722310441	0.46116590583883	2.94480575745671
OG1007	TBC1D25	0.00462599755575672	0.626078963405566	0.0261908622323106	0.306043117204248
OG10071	NTNG1	0.00816668818347482	-1.36167450629087	0.306376740772608	5.33164113097757
OG10076	WDR63	0.000310123671540368	-1.1918241249071	0.429321104297246	10.1710938434501
OG10079	ZNF326	0.0238944896896789	1.08093440394698	0.0682262049452381	0.657982629105511
OG1008	ACSL4	0.000662474127960546	1.30402944423719	0.377757908027616	7.94519569558226
OG10081	BRINP3	7.59421980977003e-05	-1.6358225558332	0.435051060214656	13.8286179560845
OG10082	GFI1	0.00204424598171344	-0.811167725304314	0.239725186028457	3.58795142377911
OG10083	KCNT2	0.000194128179090343	-0.160291966015413	0.484526705597106	13.5437703216594
OG10086	EXTL2	1.18657863540005e-05	0.458945478835602	0.0968275343021083	4.02973663499499
OG10087	SLC30A7	5.47795152982499e-06	0.541981160151414	0.0585854637715266	2.66649045742933
OG10088	ZNF281	0.00223951047445355	0.800489346704629	0.0735609906634091	1.16683329961489
OG1009	INPP5A	0.000204279692058003	0.803742201024291	0.0510540752831978	1.50387029708957
OG10090	CADM3	0.00024168030364709	-0.102060301146198	0.942142472684323	23.3216800231908
OG10092	TRIM58	2.05274286799915e-06	-1.09608545217318	0.555854320129537	30.3391126622107
OG10093	SLAMF9	5.15844296964397e-06	-0.269258010913863	0.760744759765492	33.5481355363604
OG10094	KCNJ9	3.10474785756791e-05	-1.46321391885651	0.231230945559161	10.1122935401154
OG10095	IGSF8	0.0221798151978129	0.803403546660512	0.115562696261199	1.03177098150105
OG10096	DDR2	0.000583249905804428	-0.180334480875277	0.0948666440308662	2.00234577928803
OG10097	PEA15	0.000646168211665522	0.930301198674792	0.0880609893968351	1.7677000369726
OG10099	NCSTN	0.00391741076571031	1.39961797427644	0.0454423661851946	0.622531333351779
OG10100	VANGL2	0.0300075049927171	-0.83016836425493	0.286932917895769	2.75418489621432
OG10102	OLFML2B	0.00499782600078779	-0.162707795237399	0.276781737919981	3.50620738207196
OG10103	FCRLB	0.00209391462049307	-0.994584020953786	0.378564276350954	6.22998920592265
OG10106	KLHDC9	0.0507293833787944	-0.874567870070482	0.488573671134627	3.83686425115942
OG10107	C1orf74	1	0.117797049776017	0.587400714874285	1.9686967399617
OG10108	LMX1A	2.39190966649425e-05	-1.5534042359419	0.571250365249724	21.4874514362883
OG10109	LRRC52	0.000151451297836056	-1.55884262661825	0.300913866373597	8.68738186101758
OG1011	GRIPAP1	0.0180477438908545	1.03459467994312	0.0415533380833088	0.488613603019146
OG10110	FLVCR1	0.000612132154283475	0.119505549312574	0.199522249142934	4.32433225355491
OG10112	RBM15	0.00161445658065658	0.346637384945999	0.0359889752892335	0.603054209063558
OG10113	DENND2D	0.000554068591617444	0.79831321971803	0.162904073474216	3.65981042700965
OG10114	AXDND1	0.000558639846362391	-1.26841208023903	0.456285358295207	8.79489381017898
OG10115	TDRD5	0.00522359508982755	-1.58226666429345	0.251663765206015	3.34622362432138
OG10117	SNED1	0.00181854378416338	0.129261449427619	0.0983469113624214	1.51487930241965
OG10118	BPNT1	0.000872937403311324	1.22029750086472	0.0486163088184713	0.874302566152718
OG10119	SPATA17	1.95387839687055e-06	-1.28600846331098	0.421040051204241	27.7563151487956
OG10120	C1orf115	0.100823076985418	1.15694717457555	1.44131282584408	10.1352285102217
OG10121	BROX	0.00662459979688159	0.751876325894924	0.0360647108330446	0.431929536465503
OG10123	ACP6	0.000125515290552252	1.30322672778105	0.0750446257657417	1.99461186472916
OG10125	KIF26B	0.000926988062501661	-0.895718016263301	0.190535827029563	4.01396427982107
OG10127	CNST	2.32654919263724e-07	0.503117276267242	0.0289178769753121	2.33895710435233
OG10128	PPP1R21	0.000663197468686496	0.741215589347935	0.0388309081849637	0.799141180166256
OG10129	KLHDC8A	1.93617920281439e-06	-0.880719145741415	0.553029575763917	30.4969388842567
OG10130	PM20D1	0.00188654517255429	1.19868740689244	0.906145436826502	13.3364897533004
OG10131	PKDCC	0.0268290146685095	0.886975015205335	0.164158061177688	1.49863976768956
OG10133	HAAO	0.00647134956468489	2.43980132429444	0.107504804942724	1.18575310391461
OG10134	B3GALNT2	0.00039527346025668	0.700633452679176	0.0742172843076002	1.55174078460304
OG10135	MAPKAPK2	6.10655956006824e-05	1.35423160668875	0.0447443571067186	1.35215051617253
OG10136	IL20	1.72549978641404e-05	-1.89254950784461	0.185482856508711	6.85013658077379
OG10137	IL24	1.73086023697845e-06	-1.71368971988334	0.185325594915308	12.3937732025378
OG10138	FCMR	0.0023886945616261	0.00922937518264854	0.276805235811105	4.07137239906951
OG10139	PIGR	0.0622003540116466	2.1241135091483	0.745443458467354	5.68066764063946
OG1014	REEP1	0.00160415018919208	-0.571340470681807	0.300913866373597	6.3279587998921
OG10141	CAPN2	0.00391134335563221	1.10202028873516	0.0927490452278778	1.40157868369125
OG10144	WDR26	8.75583590175373e-05	1.19441534903618	0.0235188732526004	0.65094458408562
OG10145	REL	0.00239181494126896	0.0745981791604546	0.140914024474219	2.09815867803909
OG10146	PUS10	4.78388378686654e-06	0.443669783682196	0.0742926658004972	3.41896802629403
OG10148	KIAA1841	0.00280458605671578	0.0740182122568222	0.546021813765207	11.0724607799858
OG1015	ATP11A	0.000353470131989446	0.641394454821123	0.138190141301714	3.55517602202057
OG10150	RFTN2	5.51091434513864e-08	-0.380272503351599	0.0860431877650123	9.37823817456674
OG10151	DISC1	0.26320046402808	-0.457174023156088	0.233779480443114	1.24126791640409
OG10153	LRRTM1	5.84607248306251e-05	-1.77533241041665	0.260720859255016	10.645431803277
OG10154	MEMO1	0.246875879686344	0.641941494366928	0.309053246540797	1.63429278776879
OG10155	DPY30	0.000442377742078942	1.20679665162161	0.0226799130458025	0.532199309184288
OG10156	TYW5	0.000822090577907468	0.54454873055306	0.12106876474934	2.23419638162705
OG10158	KCNF1	2.93032457900686e-05	-1.60743512688612	0.155263803623167	5.64484411391142
OG10159	PQLC3	0.226947608355206	0.293916626582717	0.175904099753492	0.869065150210433
OG1016	POLR1A	1.56517355133979e-07	0.606588692908879	0.0344011630093802	2.98819196502177
OG10161	FAM84A	0.000954713856790656	-0.427277787509233	0.518290198244959	10.3127906738908
OG10162	KCNJ3	8.22636338872e-05	-0.95784284061077	0.617475645185077	19.3828247097578
OG10163	NEUROD1	4.98947403542032e-07	-1.59404249977477	0.320453176001394	31.840140394072
OG10165	FRZB	0.000960399733599959	0.233258277535302	0.356325394812467	6.50525433312118
OG10166	DUSP19	0.255111676253171	0.110529814812136	0.217913605717462	1.18554946087631
OG10167	CFAP36	0.00138065714177384	0.820535864555816	0.0959890704370997	1.76550858650562
OG10169	CCDC138	0.00374468393652211	-0.1329269792129	0.109399170444066	1.56687772481418
OG1017	LAPTM4A	0.00183900379811503	2.0247023004159	0.0441626707145679	0.719189188653763
OG10170	ZSWIM2	5.47795152982499e-06	-1.91074780285421	0.0283428581821547	1.33050919735664
OG10171	FBXO41	0.026456785616154	-1.31274708799868	0.680011478930606	6.4255714184175
OG10172	ACTG2	0.000116301380641028	0.316802316572335	0.251148882164262	5.79338834846355
OG10174	VSNL1	0.0812773534483212	-0.558173306173204	0.902309605601011	6.04576878788703
OG10176	COQ8A	0.000682323773255475	1.7946929708837	0.158265682332782	2.96541858311491
OG10177	SLC16A14	0.0177896179068235	-0.671820891992872	0.643907108815794	6.14727259344318
OG10179	EN1	0.00935684601092807	-1.70787432099209	0.198252076597427	2.49097430152158
OG1018	TTC7A	0.000368216718713237	1.05772920419209	0.175608083223284	3.72691218547387
OG10180	SGCB	0.0371015542941271	0.459888180961736	0.494632199146964	4.2040825186057
OG10181	SPATA18	0.00216218931422182	-1.01988228964481	0.664958840639181	9.70081080872078
OG10182	NOSTRIN	0.000239777361911204	0.722916388422203	0.238999326749499	6.54158324799966
OG10184	SGPP2	0.232289681349658	-0.662036590453886	0.353664786054987	2.06584569779632
OG10185	INHBB	5.35552651941091e-06	-0.387617904500709	0.359328993876401	18.553339107114
OG10186	XIRP2	0.0749614105165321	-1.41434703877038	0.239530817190351	1.70354609654562
OG10188	SMARCAD1	2.44239896223569e-05	0.389328977234549	0.0355779820759787	1.21438525188931
OG10189	HPGDS	0.000704695734804505	-0.942068199800945	0.53934788780663	11.3201455651788
OG1019	IP6K2	0.000104087269610152	1.0741894404789	0.0461313401149708	1.40594817176491
OG10190	PDLIM5	0.000410729514347344	1.06738606171775	0.0348463954685496	0.735555824802984
OG10191	STPG2	0.0684696815916536	-1.08988844523885	0.563639996747776	4.58551485685614
OG10192	NEURL3	0.0144255654400231	-0.0279905013746415	0.13686033303066	1.31588626489646
OG10193	RPRD2	0.000383452115682224	0.671079503159138	0.0269664214656948	0.574327301866388
OG10194	ANKRD23	0.00363645986914155	-0.289176521033095	0.491694565765568	7.7070249052973
OG10195	CTSS	5.68305916842821e-05	1.34554089259896	0.0706459507498257	2.3490372468801
OG10196	MSX1	0.0279316354144487	-0.914547979985864	0.534483323437382	5.05102632520499
OG102	MYCBP2	2.86629353456031e-06	0.602075229985472	0.12160395050824	6.19306624456086
OG10200	TNFAIP8L2	0.0320515127365636	0.159217637090031	0.370927350913515	3.19394542035369
OG10201	LYSMD1	0.000121041555467904	0.397754717026564	0.0494272871364284	1.47614644493621
OG10202	SCNM1	1	0.547440445997744	0.199994892776154	0.487274547772149
OG10203	TMOD4	8.79211658832979e-05	-0.75123562842985	0.314615819049647	9.77371034583603
OG10204	VPS72	0.000560590195460656	1.09735140540473	0.0448894909714404	0.867260916047375
OG10205	ERCC3	1	0.857645282287456	0.0721697369745345	0.192386231071933
OG10206	RNF149	0.000116517283063757	1.13513093767071	0.0732086192314886	2.27513358262453
OG10207	IWS1	0.00958836113919206	0.873324755102811	0.135503263112741	1.43878652700329
OG1021	SRBD1	4.99443100094613e-05	0.567547468424168	0.0191090643490269	0.578258492076604
OG10212	SPRR3	NA	NA	NA	NA
OG10213	DHX57	0.000545867545089231	0.399485479650331	0.0474083921405817	0.894761508395817
OG10214	BMP10	4.20261385993348e-05	0.165548091739655	0.166223010625824	5.64639140148988
OG10215	ARHGAP25	0.00330963103651739	0.310204530919473	0.107097062700334	1.40360037286711
OG10217	S100A12	4.7671721384024e-06	0.783916377073942	0.564028723818998	42.2178302782916
OG10218	TGFA	0.0929607934005383	-0.212195284083575	0.710628856763114	4.70691440597685
OG10219	TDRD10	0.20570389710507	-0.377071052655391	0.916042114579661	6.19181188091953
OG1022	KIF2A	0.00300019382785481	0.440247792470217	0.0598193436775912	0.877070314634448
OG10220	CCNYL1	0.00201285824937504	0.381123223498597	0.0868067845280177	1.3950280656872
OG10221	FZD5	0.00759324680729611	0.895343660072652	0.170015375330659	1.94775936395173
OG10223	C1orf189	0.00972187644121395	-1.20758369370462	0.627621140704894	10.6761061780184
OG10224	NPPC	1.90753602103156e-08	-1.2754508906004	0.55010222656962	75.853557737804
OG10225	GNPDA2	0.0668746686364657	0.131811882734627	0.103694177423155	0.778772281096497
OG10227	GABRG1	7.73948876001733e-08	-1.72372870105556	0.156640355424345	15.780836958836
OG10228	GABRB1	3.99953400122915e-07	-1.77772248404934	0.0825922850730511	6.58863489831639
OG10229	PAQR3	0.000287742216925326	0.644284478355549	0.0701298930046044	1.58845607660183
OG10230	NIPAL1	0.000116739619199246	-0.0137702856933122	0.362096312393293	11.0192642708056
OG10231	ANTXR2	1.18804862015707e-05	0.98758359212764	0.0670798470690278	2.80460583373109
OG10232	HELQ	0.000981397595655863	0.216976279758574	0.0507922107345292	1.14507707358213
OG10236	GPR155	6.98775002398507e-05	0.565295369346422	0.10532427476996	2.92097693673662
OG10237	DAPL1	0.0136366416611662	-1.32582762731965	0.380027700240924	4.13427300543282
OG10238	PMVK	0.0125562877761846	1.34273942478736	0.157582674092468	1.83965120380811
OG10239	PBXIP1	0.0641721355854741	1.0320081116167	0.0838426469812839	0.649544138080143
OG10240	CLDN1	0.0710257739578196	1.17897040963329	0.589955693432172	4.53352319894998
OG10241	PYGO2	0.151744346501475	0.866911934576757	0.0392114340911027	0.240966946827427
OG10242	HIPK1	0.00614037138464775	0.859186259779226	0.0517186526647637	0.608793090430932
OG10244	DCST2	0.034434210621709	-0.656922020562619	0.827119711484729	7.61541639532345
OG10245	DCST1	0.00877288742369747	-1.04732504092732	0.424387533276295	4.83652764738783
OG10246	COL6A3	0.00955004267459022	0.4149832270907	0.0957743055143059	1.16821344080151
OG10248	KBTBD8	0.00111792035562471	-0.334055859258929	0.115317584504777	2.09969777004814
OG10249	FAM19A4	0.00659164833357242	-1.46810602609303	0.477250231374951	6.6550661502366
OG10250	EOGT	0.00103257966144636	0.188658025528951	0.0912209411123168	1.8483360141842
OG10251	LMOD3	0.000134660262892194	-0.636895223619863	0.955254557710594	27.2527346323124
OG10252	NAXE	1.41927791304786e-05	1.66776768832432	0.0168694373689876	0.685187737950147
OG10253	POGLUT1	7.82164245601785e-08	0.630266546583364	0.0365579900786068	3.63483289460801
OG10254	SLC22A15	3.76969423215508e-05	-0.376188977335675	0.477249040935019	16.6492743887544
OG10255	CCKAR	0.194703681998805	-1.69893623780256	0.379409029548923	2.20048309062058
OG10257	ATP1A1	0.000667001113793943	1.966606838895	0.0664716824737746	1.23458822450758
OG10259	EIF4E3	0.000540917550383152	0.368063728157039	0.0991021119507264	2.16186807637491
OG1026	SIRT2	0.00487650919091542	1.43556951714849	0.0549038037685178	0.764909841132842
OG10260	PROK2	0.000127674517523311	-1.45078203055119	0.655266978488625	21.1510253561032
OG10262	LRRC58	0.044672452570461	0.985973351380672	0.264846802021568	2.10635438448288
